name,lineage,bootstrap,ambiguity,representative
USA/CruiseA-10/2020|EPI_ISL_413615||USA|||2020-02-17,B,90/96,0,
USA/CruiseA-11/2020|EPI_ISL_413616||USA|||2020-02-17,B,99,0,
USA/CruiseA-12/2020|EPI_ISL_413617||USA|||2020-02-20,B,90/98,0,
USA/CruiseA-13/2020|EPI_ISL_413618||USA|||2020-02-20,B,90/98,0,
USA/CruiseA-14/2020|EPI_ISL_413619||USA|||2020-02-25,B,90/93,0,
USA/CruiseA-15/2020|EPI_ISL_413620||USA|||2020-02-18,B,93,0,
USA/CruiseA-16/2020|EPI_ISL_413621||USA|||2020-02-18,B,90/98,0,
USA/CruiseA-17/2020|EPI_ISL_413622||USA|||2020-02-24,B,90/96,0,
USA/CruiseA-18/2020|EPI_ISL_413623||USA|||2020-02-24,B,99,0.05,
USA/CruiseA-19/2020|EPI_ISL_414479||USA|||2020-02-18,B,90/98,0,
USA/CruiseA-2/2020|EPI_ISL_413607||USA|||2020-02-18,B,90/99,0,
USA/CruiseA-21/2020|EPI_ISL_414480||USA|||2020-02-21,B,90/96,0.01,
USA/CruiseA-22/2020|EPI_ISL_414481||USA|||2020-02-21,B,97,0,
USA/CruiseA-23/2020|EPI_ISL_414482||USA|||2020-02-18,B,May-88,0,
USA/CruiseA-24/2020|EPI_ISL_414483||USA|||2020-02-17,B,89,0.02,
USA/CruiseA-25/2020|EPI_ISL_414484||USA|||2020-02-17,B,30/77,0,
USA/CruiseA-26/2020|EPI_ISL_414485||USA|||2020-02-24,B,88,0.01,
USA/CruiseA-3/2020|EPI_ISL_413608||USA|||2020-02-18,B,90/96,0,
USA/CruiseA-4/2020|EPI_ISL_413609||USA|||2020-02-21,B,90/97,0,
USA/CruiseA-5/2020|EPI_ISL_413610||USA|||2020-02-21,B,90/92,0,
USA/CruiseA-6/2020|EPI_ISL_413611||USA|||2020-02-21,B,90/97,0,
USA/CruiseA-7/2020|EPI_ISL_413612||USA|||2020-02-17,B,94,0,
USA/CruiseA-8/2020|EPI_ISL_413613||USA|||2020-02-17,B,99,0,
USA/CruiseA-9/2020|EPI_ISL_413614||USA|||2020-02-17,B,90/92,0,
USA/FL_5091/2020|EPI_ISL_419560||USA|Florida||2020-02-28,B.1,98,0,
USA/FL_5125/2020|EPI_ISL_419559||USA|Florida||2020-02-28,B.1,98/94,0,
USA/FL_6318/2020|EPI_ISL_420785||USA|Florida||2020-03-02,B.1,96,0,
USA/GA_1299/2020|EPI_ISL_420787||USA|Georgia||2020-03-03,B.1,98,0,
USA/GA_1320/2020|EPI_ISL_420786||USA|Georgia||2020-03-03,A.3,100,0,
USA/GA_1445/2020|EPI_ISL_420788||USA|Georgia||2020-03-04,A.3,99/100,0,
USA/GA_2741/2020|EPI_ISL_419556||USA|Georgia||2020-02-29,B.2,82,0,
USA/GA_2742/2020|EPI_ISL_419557||USA|Georgia||2020-02-29,B.1,98/98,0,
USA/ID-UW226/2020|EPI_ISL_417375||USA|Idaho||2020-03-15,A.1,100/90,0.71,
USA/ID-UW228/2020|EPI_ISL_417377||USA|Idaho||2020-03-15,A.1,94,0.04,
USA/ID-UW232/2020|EPI_ISL_417381||USA|Idaho||2020-03-14,A.1,17/87,0,
USA/ID-UW233/2020|EPI_ISL_417382||USA|Idaho||2020-03-15,B.1,99/89,0,
USA/ID-UW235/2020|EPI_ISL_417449||USA|Idaho||2020-03-14,A.1,94,0,
USA/ID-UW236/2020|EPI_ISL_417450||USA|Idaho||2020-03-14,A.1,94,0,
USA/ID-UW239/2020|EPI_ISL_417453||USA|Idaho||2020-03-14,A.1,94,0,
USA/ID-UW241/2020|EPI_ISL_417455||USA|Idaho||2020-03-14,B.1,94,0,1
USA/ID-UW254/2020|EPI_ISL_418039||USA|Idaho||2020-03-13,B.1,86,0,
USA/IL-UW350/2020|EPI_ISL_418917||USA|Illinois||2020-03-14,A.1,92,0,
USA/IL-UW351/2020|EPI_ISL_418918||USA|Illinois||2020-03-13,B.1.3,100/75,0.03,
USA/IL-UW352/2020|EPI_ISL_418919||USA|Illinois||2020-03-13,B.1,90,0,
USA/IL-UW381/2020|EPI_ISL_418946||USA|Illinois||2020-03-12,A.1,100/96,1.14,
USA/IL1/2020|EPI_ISL_404253||USA|Illinois|Chicago|2020-01-21,B,None,0.03,
USA/IL2/2020|EPI_ISL_410045||USA|Illinois||2020-01-28,A.3,100,0,
USA/IL_1293/2020|EPI_ISL_420790||USA|Illinois||2020-03-01,B,98,0,
USA/IL_1375/2020|EPI_ISL_420789||USA|Illinois||2020-03-01,B,90/96,0.01,
USA/IN-Lilly-IPB0170-4bc20/2020|EPI_ISL_421279||USA|Indiana|Indianapolis|2020-03-19,B.1,26/86,0,
USA/IN-Lilly-IPB0170-4bc21/2020|EPI_ISL_421281||USA|Indiana|Indianapolis|2020-03-19,B.1,22/99,0,
USA/MA1/2020|EPI_ISL_409067||USA|Massachusetts||2020-01-29,B,90/100,0,
USA/MN-UW257/2020|EPI_ISL_418042||USA|Minnesota||2020-03-13,B.1.2,85,0,
USA/MN-UW264/2020|EPI_ISL_418049||USA|Minnesota||2020-03-13,B.1.2,77,0,
USA/MN-UW334/2020|EPI_ISL_418901||USA|Minnesota||2020-03-13,A.1,94,0,
USA/MN1-MDH1/2020|EPI_ISL_414588||USA|Minnesota||2020-03-05,A.1,96,0,
USA/MN2-MDH2/2020|EPI_ISL_414589||USA|Minnesota||2020-03-07,B,90/97,0,
USA/MN25-MDH25/2020|EPI_ISL_417192||USA|Minnesota||2020-03-12,B.1,97/76,0.1,
USA/MN26-MDH26/2020|EPI_ISL_417194||USA|Minnesota||2020-03-12,A.1,100/100,0.04,
USA/MN29-MDH29/2020|EPI_ISL_417196||USA|Minnesota||2020-03-11,B.1,98/100,0.04,
USA/MN3-MDH3/2020|EPI_ISL_414590||USA|Minnesota||2020-03-09,A.1,89,0,
USA/MN30-MDH30/2020|EPI_ISL_417198||USA|Minnesota||2020-03-12,B.1,99/100,0.06,
USA/MN31-MDH31/2020|EPI_ISL_417469||USA|Minnesota||2020-03-12,B.1,99/87,0.03,
USA/MN32-MDH32/2020|EPI_ISL_417470||USA|Minnesota||2020-03-12,B.1,99/99,0.01,
USA/MN34-MDH34/2020|EPI_ISL_417471||USA|Minnesota||2020-03-12,B,90/100,0.01,
USA/MN35-MDH35/2020|EPI_ISL_417472||USA|Minnesota||2020-03-12,B.1,22/100,0,
USA/MN36-MDH36/2020|EPI_ISL_417473||USA|Minnesota||2020-03-13,B.1,99/100,0.04,
USA/MN38-MDH38/2020|EPI_ISL_417474||USA|Minnesota||2020-03-12,B.1,26/91,0.01,
USA/MN39-MDH39/2020|EPI_ISL_417475||USA|Minnesota||2020-03-12,B.2.1,99/89,0.01,
USA/MN40-MDH40/2020|EPI_ISL_417476||USA|Minnesota||2020-03-12,B.1.3,99/67,0.01,
USA/MN41-MDH41/2020|EPI_ISL_417477||USA|Minnesota||2020-03-12,A.1,100/100,0.01,
USA/MN42-MDH42/2020|EPI_ISL_417478||USA|Minnesota||2020-03-13,B.2.2,97/54,0.01,
USA/MN43-MDH43/2020|EPI_ISL_417479||USA|Minnesota||2020-03-12,B.1,99/96,0.02,
USA/MN44-MDH44/2020|EPI_ISL_417480||USA|Minnesota||2020-03-12,A.1,100/91,0.01,
USA/MN45-MDH45/2020|EPI_ISL_417492||USA|Minnesota||2020-03-13,B.1,26/85,0.03,
USA/MN46-MDH46/2020|EPI_ISL_417493||USA|Minnesota||2020-03-13,B.1,22/100,0.01,
USA/MN47-MDH47/2020|EPI_ISL_417494||USA|Minnesota||2020-03-13,B,90/100,0.01,
USA/MN48-MDH48/2020|EPI_ISL_417495||USA|Minnesota||2020-03-13,B.1,99/100,0,
USA/MN5-MDH5/2020|EPI_ISL_417191||USA|Minnesota||2020-03-10,B.1,98/90,0.01,
USA/MN51-MDH51/2020|EPI_ISL_417496||USA|Minnesota||2020-03-13,B.1,99/100,0.04,
USA/MN52-MDH52/2020|EPI_ISL_417497||USA|Minnesota||2020-03-13,B.1,99/91,0.01,
USA/MN53-MDH53/2020|EPI_ISL_417498||USA|Minnesota||2020-03-13,B.2.1,99/86,0.01,
USA/MN55-MDH55/2020|EPI_ISL_417499||USA|Minnesota||2020-03-13,B.1.3,99/79,0.01,
USA/MN56-MDH56/2020|EPI_ISL_417500||USA|Minnesota||2020-03-14,A.1,100/100,0.01,
USA/MN57-MDH57/2020|EPI_ISL_417501||USA|Minnesota||2020-03-14,B.2.2,63/77,0.01,
USA/MN58-MDH58/2020|EPI_ISL_417502||USA|Minnesota||2020-03-14,B.1,99/95,0.02,
USA/MN59-MDH59/2020|EPI_ISL_417503||USA|Minnesota||2020-03-14,A.1,92,0.01,
USA/MN60-MDH60/2020|EPI_ISL_419388||USA|Minnesota||2020-03-14,B.1,99/84,0.01,
USA/MN62-MDH62/2020|EPI_ISL_419390||USA|Minnesota||2020-03-14,B.1,98/95,0,
USA/MN63-MDH63/2020|EPI_ISL_419391||USA|Minnesota||2020-03-14,A.1,100/100,0,
USA/MN64-MDH64/2020|EPI_ISL_419392||USA|Minnesota||2020-03-13,A.1,94,0,
USA/MN65-MDH65/2020|EPI_ISL_419393||USA|Minnesota||2020-03-14,B.1,99/99,0.03,
USA/MN66-MDH66/2020|EPI_ISL_419394||USA|Minnesota||2020-03-14,B.1,88,0,
USA/MN67-MDH67/2020|EPI_ISL_419395||USA|Minnesota||2020-03-14,B.1,Sep-99,0.01,
USA/MN68-MDH68/2020|EPI_ISL_419396||USA|Minnesota||2020-03-14,B.1,97,0.02,
USA/MN69-MDH69/2020|EPI_ISL_419397||USA|Minnesota||2020-03-14,B.1,98/95,0.01,
USA/NH_0004/2020|EPI_ISL_420791||USA|New_Hampshire||2020-02-29,B.1,87,0,
USA/NH_0008/2020|EPI_ISL_420792||USA|New_Hampshire||2020-03-02,B.1,99/88,0,
USA/NJ-NYUMC83/2020|EPI_ISL_421584||USA|New_Jersey||2020-03-18,B.1.3,100/98,0,
USA/NJ-NYUMC84/2020|EPI_ISL_421585||USA|New_Jersey||2020-03-18,B.1,90,0,
USA/NJ-PV09072/2020|EPI_ISL_421619||USA|New_Jersey|Hudson_County|2020-03-20,B.1,86,0,
USA/NY-NYUMC11/2020|EPI_ISL_418196||USA|New_York|Manhattan|2020-03-14,B.1,26/89,0,
USA/NY-NYUMC12/2020|EPI_ISL_418197||USA|New_York|Manhattan|2020-03-15,B.1,99/90,0,
USA/NY-NYUMC13/2020|EPI_ISL_418198||USA|New_York|Manhattan|2020-03-17,B.1,99/92,0,
USA/NY-NYUMC14/2020|EPI_ISL_418199||USA|New_York|Manhattan|2020-03-17,B.1.3,63,0,
USA/NY-NYUMC15/2020|EPI_ISL_418200||USA|New_York|Manhattan|2020-03-17,B.1,99/88,0.5,
USA/NY-NYUMC17/2020|EPI_ISL_418202||USA|New_York|Manhattan|2020-03-17,B.1,90,2.17,
USA/NY-NYUMC18/2020|EPI_ISL_418203||USA|New_York|Manhattan|2020-03-17,B.1,26/92,0,
USA/NY-NYUMC19/2020|EPI_ISL_418204||USA|New_York|Manhattan|2020-03-17,B.1,26/81,0,
USA/NY-NYUMC2/2020|EPI_ISL_416830||USA|New_York_City||2020-03-16,B.1,99/86,0,
USA/NY-NYUMC25/2020|EPI_ISL_418971||USA|New_York|Nassau_County|2020-03-16,B.1.3,99,1.18,
USA/NY-NYUMC26/2020|EPI_ISL_418972||USA|New_York|Manhattan|2020-03-17,B.1,97/90,0,
USA/NY-NYUMC27/2020|EPI_ISL_418973||USA|New_York|Manhattan|2020-03-17,B.1.3,99,0,
USA/NY-NYUMC28/2020|EPI_ISL_418974||USA|New_York|Manhattan|2020-03-17,B.1,97/92,0,
USA/NY-NYUMC29/2020|EPI_ISL_418975||USA|New_York|Manhattan|2020-03-17,B.1,26/87,0.06,
USA/NY-NYUMC3/2020|EPI_ISL_416831||USA|New_York_City||2020-03-16,B.1,97/80,0,
USA/NY-NYUMC30/2020|EPI_ISL_418976||USA|New_York|Manhattan|2020-03-17,B.1.3,100,0,
USA/NY-NYUMC31/2020|EPI_ISL_418977||USA|New_York|Manhattan|2020-03-17,B.2.1,46/87,0,
USA/NY-NYUMC32/2020|EPI_ISL_418978||USA|New_York|Manhattan|2020-03-17,B.1,97/81,0,
USA/NY-NYUMC33/2020|EPI_ISL_418979||USA|New_York|Manhattan|2020-03-17,B.1,97/86,0.63,
USA/NY-NYUMC34/2020|EPI_ISL_418980||USA|New_York|Manhattan|2020-03-17,B.1,89,0.05,
USA/NY-NYUMC35/2020|EPI_ISL_419696||USA|New_York|Manhattan|2020-03-18,A,None,0,
USA/NY-NYUMC36/2020|EPI_ISL_419697||USA|New_York|Manhattan|2020-03-18,B.2,98/81,0,
USA/NY-NYUMC37/2020|EPI_ISL_419698||USA|New_York|Manhattan|2020-03-18,A,None,0,
USA/NY-NYUMC38/2020|EPI_ISL_419699||USA|New_York|Manhattan|2020-03-18,B.1,97/92,0.36,
USA/NY-NYUMC39/2020|EPI_ISL_419700||USA|New_York|Manhattan|2020-03-18,B.1.3,97,0,
USA/NY-NYUMC4/2020|EPI_ISL_416832||USA|New_York_City||2020-03-16,B.1,99/100,0,
USA/NY-NYUMC41/2020|EPI_ISL_419702||USA|New_York|Brooklyn|2020-03-18,B.1,99/88,0.03,
USA/NY-NYUMC42/2020|EPI_ISL_419703||USA|New_York|Manhattan|2020-03-18,B.1,91,0,
USA/NY-NYUMC43/2020|EPI_ISL_419704||USA|New_York|Manhattan|2020-03-18,B.1,99/89,0,
USA/NY-NYUMC44/2020|EPI_ISL_419705||USA|New_York|Manhattan|2020-03-18,B.1,97/86,0,
USA/NY-NYUMC45/2020|EPI_ISL_420296||USA|New_York|Nassau_County|2020-03-18,B.1,99/90,0,
USA/NY-NYUMC46/2020|EPI_ISL_420297||USA|New_York|Brooklyn|2020-03-18,B.1.3,99,0,
USA/NY-NYUMC47/2020|EPI_ISL_420298||USA|New_York|Nassau_County|2020-03-19,B.2.1,99/87,0,
USA/NY-NYUMC48/2020|EPI_ISL_420299||USA|New_York|Staten_Island|2020-03-18,B.1,97/87,0,
USA/NY-NYUMC49/2020|EPI_ISL_420300||USA|New_York|Queens|2020-03-18,B.1.3,19/99,0,
USA/NY-NYUMC5/2020|EPI_ISL_418190||USA|New_York|Nassau_County|2020-03-16,B.1.3,69,4.1,
USA/NY-NYUMC50/2020|EPI_ISL_420301||USA|New_York|Nassau_County|2020-03-18,B.1,97/85,0,
USA/NY-NYUMC51/2020|EPI_ISL_420302||USA|New_York|Bronx|2020-03-18,B.1,97/82,0,
USA/NY-NYUMC52/2020|EPI_ISL_420307||USA|New_York|Brooklyn|2020-03-19,B.1.3,99,0,
USA/NY-NYUMC53/2020|EPI_ISL_420308||USA|New_York|Manhattan|2020-03-19,B.1,26/87,0,
USA/NY-NYUMC54/2020|EPI_ISL_420309||USA|New_York|Manhattan|2020-03-19,B.1,100,0,
USA/NY-NYUMC55/2020|EPI_ISL_420570||USA|New_York|Nassau_County|2020-03-17,B.1,87,0,
USA/NY-NYUMC56/2020|EPI_ISL_420571||USA|New_York|Nassau_County|2020-03-18,B.1,26/95,0,
USA/NY-NYUMC57/2020|EPI_ISL_420572||USA|New_York|Nassau_County|2020-03-17,B.1,99/92,0,
USA/NY-NYUMC58/2020|EPI_ISL_420573||USA|New_York|Manhattan|2020-03-18,B.1,99/91,0.03,
USA/NY-NYUMC59/2020|EPI_ISL_420574||USA|New_York|Nassau_County|2020-03-18,B.1.3,99/67,2.55,
USA/NY-NYUMC60/2020|EPI_ISL_420575||USA|New_York|Nassau_County|2020-03-18,B.1,99/87,0,
USA/NY-NYUMC61/2020|EPI_ISL_420576||USA|New_York||2020-03-18,B.1,99/85,0.76,
USA/NY-NYUMC62/2020|EPI_ISL_420577||USA|New_York|Manhattan|2020-03-18,B.1.3,100/100,0,1
USA/NY-NYUMC63/2020|EPI_ISL_420578||USA|New_York|Manhattan|2020-03-18,B.1,99/91,0,
USA/NY-NYUMC64/2020|EPI_ISL_420579||USA|New_York|Manhattan|2020-03-18,B.1,99/89,0,
USA/NY-NYUMC65/2020|EPI_ISL_420580||USA|New_York|Manhattan|2020-03-18,B.1,99/88,0.04,
USA/NY-NYUMC66/2020|EPI_ISL_420581||USA|New_York|Manhattan|2020-03-18,B.1.3,14/100,0,1
USA/NY-NYUMC67/2020|EPI_ISL_420582||USA|New_York|Nassau_County|2020-03-18,B.1,99/100,0.89,
USA/NY-NYUMC68/2020|EPI_ISL_420584||USA|New_York|Manhattan|2020-03-18,B.1,26/85,1.72,
USA/NY-NYUMC69/2020|EPI_ISL_420585||USA|New_York|Manhattan|2020-03-18,B.1,100,0,
USA/NY-NYUMC7/2020|EPI_ISL_418192||USA|New_York|Manhattan|2020-03-16,B.1,99/92,0,
USA/NY-NYUMC70/2020|EPI_ISL_420586||USA|New_York|Brooklyn|2020-03-19,B.1,99/100,0.04,
USA/NY-NYUMC71/2020|EPI_ISL_420587||USA|New_York|Manhattan|2020-03-18,B.1,98/100,0,
USA/NY-NYUMC72/2020|EPI_ISL_420588||USA|New_York|Manhattan|2020-03-18,B.1,85,0,
USA/NY-NYUMC73/2020|EPI_ISL_420589||USA|New_York|Manhattan|2020-03-18,B.1,26/90,0,
USA/NY-NYUMC74/2020|EPI_ISL_420590||USA|New_York|Nassau_County|2020-03-18,B.1.3,100/98,0,
USA/NY-NYUMC75/2020|EPI_ISL_420591||USA|New_York|Manhattan|2020-03-18,B.1,98/98,0,
USA/NY-NYUMC76/2020|EPI_ISL_421577||USA|New_York|Brooklyn|2020-03-18,B.1,99/90,0,
USA/NY-NYUMC77/2020|EPI_ISL_421578||USA|New_York|Brooklyn|2020-03-18,B.1,99/88,0,
USA/NY-NYUMC78/2020|EPI_ISL_421579||USA|New_York|Bronx|2020-03-18,B.1,26/91,0,
USA/NY-NYUMC79/2020|EPI_ISL_421580||USA|New_York|Brooklyn|2020-03-18,B.1.3,100/99,0.26,
USA/NY-NYUMC8/2020|EPI_ISL_418193||USA|New_York|Manhattan|2020-03-17,B.1,99/89,0,
USA/NY-NYUMC80/2020|EPI_ISL_421581||USA|New_York|Queens|2020-03-18,B.1.3,99,0,1
USA/NY-NYUMC81/2020|EPI_ISL_421582||USA|New_York|Brooklyn|2020-03-18,B.1,97/81,0,
USA/NY-NYUMC82/2020|EPI_ISL_421583||USA|New_York|Brooklyn|2020-03-18,B.1.3,100/99,0,
USA/NY-NYUMC85/2020|EPI_ISL_421586||USA|New_York|Brooklyn|2020-03-18,B.1,26/85,0,
USA/NY-NYUMC86/2020|EPI_ISL_421587||USA|New_York|Brooklyn|2020-03-18,B.1,99/92,0,
USA/NY-NYUMC87/2020|EPI_ISL_421588||USA|New_York|Nassau_County|2020-03-18,B.1,99/89,0,
USA/NY-NYUMC88/2020|EPI_ISL_421589||USA|New_York|Brooklyn|2020-03-18,B.1,26/88,0,
USA/NY-NYUMC89/2020|EPI_ISL_421590||USA|New_York|Queens|2020-03-18,B.1,99/91,0,
USA/NY-NYUMC90/2020|EPI_ISL_421591||USA|New_York|Nassau_County|2020-03-18,B.1,98,0,
USA/NY-NYUMC91/2020|EPI_ISL_421592||USA|New_York|Queens|2020-03-18,B.1,75,0,
USA/NY-PV08109/2020|EPI_ISL_421348||USA|New_York|Manhattan|2020-03-17,B.1,99/81,0,
USA/NY-PV08120/2020|EPI_ISL_421349||USA|New_York_/||2020-03-17,B.1,99/92,0,
USA/NY-PV08121/2020|EPI_ISL_421350||USA|New_York_/||2020-03-17,B.1,99/90,0,
USA/NY-PV08122/2020|EPI_ISL_421351||USA|New_York|Manhattan|2020-03-11,B.1,94,0,
USA/NY-PV08123/2020|EPI_ISL_421352||USA|New_York|Manhattan|2020-03-14,B.1,98/98,0,
USA/NY-PV08124/2020|EPI_ISL_421353||USA|New_York|Manhattan|2020-03-14,B.1,94,0,
USA/NY-PV08125/2020|EPI_ISL_421354||USA|New_York|Manhattan|2020-03-13,B.1,97/91,0,
USA/NY-PV08127/2020|EPI_ISL_421355||USA|New_York|Manhattan|2020-03-14,B.1.3,100/100,0,1
USA/NY-PV08133/2020|EPI_ISL_421356||USA|New_York|Brooklyn|2020-03-13,B.1,89,3.84,
USA/NY-PV08135/2020|EPI_ISL_421357||USA|New_York|Manhattan|2020-03-17,B.2,99/90,0,
USA/NY-PV08136/2020|EPI_ISL_421358||USA|New_York|Manhattan|2020-03-17,B.2,99/89,0,
USA/NY-PV08137/2020|EPI_ISL_421359||USA|New_York|Manhattan|2020-03-17,B.2,88,0.36,
USA/NY-PV08138/2020|EPI_ISL_421360||USA|New_York|Brooklyn|2020-03-13,B.1,99/90,0,
USA/NY-PV08140/2020|EPI_ISL_421362||USA|New_York|Manhattan|2020-03-17,B.1.3,100/98,4.95,
USA/NY-PV08143/2020|EPI_ISL_421363||USA|New_York|Westchester_County|2020-03-17,B.1,99/79,0,
USA/NY-PV08146/2020|EPI_ISL_421364||USA|New_York|Manhattan|2020-03-17,A.1,100/96,0,
USA/NY-PV08148/2020|EPI_ISL_421365||USA|New_York|Bronx|2020-03-14,A,None,0,
USA/NY-PV08149/2020|EPI_ISL_421366||USA|New_York|Westchester_County|2020-03-15,B.1.3,100,0,
USA/NY-PV08150/2020|EPI_ISL_421367||USA|New_York|Manhattan|2020-03-17,B.1,26/94,0,
USA/NY-PV08400/2020|EPI_ISL_421368||USA|New_York|Manhattan|2020-03-15,B.1,99/89,1.21,
USA/NY-PV08401/2020|EPI_ISL_421369||USA|New_York|Manhattan|2020-03-16,B.1,Mar-80,0,
USA/NY-PV08402/2020|EPI_ISL_421370||USA|New_York|Brooklyn|2020-03-16,B.1,26/87,0,
USA/NY-PV08403/2020|EPI_ISL_421371||USA|New_York|Brooklyn|2020-03-17,B.1,99/84,0,
USA/NY-PV08404/2020|EPI_ISL_421372||USA|New_York|Queens|2020-03-16,B.1,26/93,3.28,
USA/NY-PV08405/2020|EPI_ISL_421373||USA|New_York|Brooklyn|2020-03-17,B.1,79,1.3,
USA/NY-PV08410/2020|EPI_ISL_421374||USA|New_York|Brooklyn|2020-03-16,B.1,26/88,3.68,
USA/NY-PV08412/2020|EPI_ISL_421375||USA|New_York|Brooklyn|2020-03-16,B.1.3,100/99,0,
USA/NY-PV08413/2020|EPI_ISL_421376||USA|New_York|Brooklyn|2020-03-16,B.1.3,100,0.19,
USA/NY-PV08414/2020|EPI_ISL_421377||USA|New_York|Manhattan|2020-03-16,B.2,82,3.82,
USA/NY-PV08415/2020|EPI_ISL_421378||USA|New_York|Manhattan|2020-03-16,B.1,94,0,
USA/NY-PV08416/2020|EPI_ISL_421379||USA|New_York|Bronx|2020-03-17,B.1,99/87,0,
USA/NY-PV08417/2020|EPI_ISL_421380||USA|New_York|Manhattan|2020-03-16,B.1,99/88,4.3,
USA/NY-PV08419/2020|EPI_ISL_421381||USA|New_York|Bronx|2020-03-17,B.1,84,4.67,
USA/NY-PV08420/2020|EPI_ISL_421382||USA|New_York_/||2020-03-19,B.1,97/87,4.02,
USA/NY-PV08425/2020|EPI_ISL_421383||USA|New_York|Brooklyn|2020-03-18,B.1,99/80,0,
USA/NY-PV08426/2020|EPI_ISL_421384||USA|New_York_/||2020-03-18,B.1,100,0,
USA/NY-PV08427/2020|EPI_ISL_421385||USA|New_York_/||2020-03-19,B.1,87,0,
USA/NY-PV08428/2020|EPI_ISL_421386||USA|New_York|Bronx|2020-03-19,B.1,99/84,0,
USA/NY-PV08429/2020|EPI_ISL_421387||USA|New_York|Manhattan|2020-03-19,B.1,87,0,
USA/NY-PV08432/2020|EPI_ISL_421388||USA|New_York|Brooklyn|2020-03-18,B.1.3,100/97,0,
USA/NY-PV08434/2020|EPI_ISL_421389||USA|New_York|Brooklyn|2020-03-18,B.1.3,100/99,0,
USA/NY-PV08435/2020|EPI_ISL_421390||USA|New_York|Manhattan|2020-03-18,B.1,80,0,
USA/NY-PV08436/2020|EPI_ISL_421391||USA|New_York|Manhattan|2020-03-18,B.1,91,0,
USA/NY-PV08438/2020|EPI_ISL_421392||USA|New_York|Manhattan|2020-03-18,B.1.3,97,4.97,
USA/NY-PV08441/2020|EPI_ISL_421393||USA|New_York|Brooklyn|2020-03-18,A.5,98/74,0.05,
USA/NY-PV08443/2020|EPI_ISL_421394||USA|New_York|Manhattan|2020-03-17,B.1,99/94,0,
USA/NY-PV08444/2020|EPI_ISL_421395||USA|New_York|Manhattan|2020-03-17,B.1,99/88,0,
USA/NY-PV08445/2020|EPI_ISL_421396||USA|New_York|Manhattan|2020-03-18,B.1,26/92,0,
USA/NY-PV08446/2020|EPI_ISL_421397||USA|New_York|Manhattan|2020-03-17,B.1.3,100/96,0,
USA/NY-PV08447/2020|EPI_ISL_421398||USA|New_York|Manhattan|2020-03-17,B.1,99/77,0,
USA/NY-PV08448/2020|EPI_ISL_421399||USA|New_York|Manhattan|2020-03-17,B.1,26/90,0,
USA/NY-PV08449/2020|EPI_ISL_421400||USA|New_York|Manhattan|2020-03-17,B.1,91,0,
USA/NY-PV08450/2020|EPI_ISL_421401||USA|New_York|Brooklyn|2020-03-17,B.1,97/82,0,
USA/NY-PV08452/2020|EPI_ISL_421402||USA|New_York|Manhattan|2020-03-18,B.1,84,0,
USA/NY-PV08453/2020|EPI_ISL_421403||USA|New_York|Manhattan|2020-03-17,B.1,99/93,0,
USA/NY-PV08455/2020|EPI_ISL_421404||USA|New_York|Manhattan|2020-03-17,B.1,26/88,0,
USA/NY-PV08456/2020|EPI_ISL_421405||USA|New_York|Manhattan|2020-03-17,B.1,99/91,0,
USA/NY-PV08459/2020|EPI_ISL_421406||USA|New_York|Manhattan|2020-03-18,B.1,26/86,0,
USA/NY-PV08461/2020|EPI_ISL_421407||USA|New_York|Manhattan|2020-03-18,B.1,97/84,0,
USA/NY-PV08462/2020|EPI_ISL_421408||USA|New_York|Bronx|2020-03-18,B.1,99/99,0,
USA/NY-PV08463/2020|EPI_ISL_421409||USA|New_York|Manhattan|2020-03-18,B.1,26/88,0,
USA/NY-PV08464/2020|EPI_ISL_421410||USA|New_York|Manhattan|2020-03-18,B.1.3,100/98,0,
USA/NY-PV08466/2020|EPI_ISL_421411||USA|New_York|Queens|2020-03-18,B.1,99/87,0,
USA/NY-PV08468/2020|EPI_ISL_421412||USA|New_York|Manhattan|2020-03-18,B.1,93,0,
USA/NY-PV08469/2020|EPI_ISL_421413||USA|New_York|Manhattan|2020-03-18,B.1.3,19/100,0,
USA/NY-PV08471/2020|EPI_ISL_421414||USA|New_York|Bronx|2020-03-18,B.1,99/89,0,
USA/NY-PV08472/2020|EPI_ISL_421415||USA|New_York|Queens|2020-03-13,B.1,99/91,0,
USA/NY-PV08473/2020|EPI_ISL_421416||USA|New_York|Manhattan|2020-03-18,B.1.3,19/100,0,
USA/NY-PV08474/2020|EPI_ISL_421417||USA|New_York|Queens|2020-03-17,B.1,99/87,0,
USA/NY-PV08476/2020|EPI_ISL_421418||USA|New_York|Queens|2020-03-18,B.1,87,3.34,
USA/NY-PV08477/2020|EPI_ISL_421419||USA|New_York|Manhattan|2020-03-18,B.1,26/92,0,
USA/NY-PV08478/2020|EPI_ISL_421420||USA|New_York|Bronx|2020-03-18,B.1,95,0,
USA/NY-PV08481/2020|EPI_ISL_421421||USA|New_York|Brooklyn|2020-03-18,B.1.3,19/100,0,
USA/NY-PV08485/2020|EPI_ISL_421422||USA|New_York|Brooklyn|2020-03-17,B.1.3,100/99,0,
USA/NY-PV08486/2020|EPI_ISL_421423||USA|New_York|Queens|2020-03-18,B.1.3,19/100,0,
USA/NY-PV08487/2020|EPI_ISL_421424||USA|New_York|Queens|2020-03-18,B.1.3,99/100,0,
