header	name	GISAID	country	date	lineage	representative
Iceland/169/2020|EPI_ISL_417755|2020-03-13	Iceland/169/2020	EPI_ISL_417755	Iceland	2020-03-13	B.1.5	1
Iceland/62/2020|EPI_ISL_417757|2020-03-06	Iceland/62/2020	EPI_ISL_417757	Iceland	2020-03-06	B.1	
Iceland/164/2020|EPI_ISL_417758|2020-03-14	Iceland/164/2020	EPI_ISL_417758	Iceland	2020-03-14	B.1	
Iceland/166/2020|EPI_ISL_417759|2020-03-13	Iceland/166/2020	EPI_ISL_417759	Iceland	2020-03-13	B.3	
Iceland/60/2020|EPI_ISL_417760|2020-03-06	Iceland/60/2020	EPI_ISL_417760	Iceland	2020-03-06	B.1	
Iceland/84/2020|EPI_ISL_417761|2020-03-10	Iceland/84/2020	EPI_ISL_417761	Iceland	2020-03-10	B.1	
Iceland/191/2020|EPI_ISL_417762|2020-03-16	Iceland/191/2020	EPI_ISL_417762	Iceland	2020-03-16	A.1.1	1
Iceland/211/2020|EPI_ISL_417763|2020-03-16	Iceland/211/2020	EPI_ISL_417763	Iceland	2020-03-16	B.1	
Iceland/209/2020|EPI_ISL_417764|2020-03-16	Iceland/209/2020	EPI_ISL_417764	Iceland	2020-03-16	B.1	
Iceland/13/2020|EPI_ISL_417765|2020-02-27	Iceland/13/2020	EPI_ISL_417765	Iceland	2020-02-27	B.2	
Iceland/208/2020|EPI_ISL_417766|2020-03-16	Iceland/208/2020	EPI_ISL_417766	Iceland	2020-03-16	B.1	
Iceland/99/2020|EPI_ISL_417768|2020-03-10	Iceland/99/2020	EPI_ISL_417768	Iceland	2020-03-10	B.1	
Iceland/50/2020|EPI_ISL_417769|2020-03-05	Iceland/50/2020	EPI_ISL_417769	Iceland	2020-03-05	B.1	
Iceland/112/2020|EPI_ISL_417770|2020-03-11	Iceland/112/2020	EPI_ISL_417770	Iceland	2020-03-11	B.1	
Iceland/131/2020|EPI_ISL_417771|2020-03-12	Iceland/131/2020	EPI_ISL_417771	Iceland	2020-03-12	B.2	
Iceland/162/2020|EPI_ISL_417772|2020-03-14	Iceland/162/2020	EPI_ISL_417772	Iceland	2020-03-14	B.2	
Iceland/30/2020|EPI_ISL_417773|2020-03-03	Iceland/30/2020	EPI_ISL_417773	Iceland	2020-03-03	B.1	
Iceland/175/2020|EPI_ISL_417774|2020-03-16	Iceland/175/2020	EPI_ISL_417774	Iceland	2020-03-16	B.1.5	
Iceland/163/2020|EPI_ISL_417775|2020-03-14	Iceland/163/2020	EPI_ISL_417775	Iceland	2020-03-14	B.1	
Iceland/32/2020|EPI_ISL_417776|2020-03-03	Iceland/32/2020	EPI_ISL_417776	Iceland	2020-03-03	B.1	
Iceland/102/2020|EPI_ISL_417777|2020-03-10	Iceland/102/2020	EPI_ISL_417777	Iceland	2020-03-10	B.1	
Iceland/106/2020|EPI_ISL_417779|2020-03-11	Iceland/106/2020	EPI_ISL_417779	Iceland	2020-03-11	B.1	
Iceland/107/2020|EPI_ISL_417780|2020-03-11	Iceland/107/2020	EPI_ISL_417780	Iceland	2020-03-11	B.1	
Iceland/113/2020|EPI_ISL_417781|2020-03-11	Iceland/113/2020	EPI_ISL_417781	Iceland	2020-03-11	B.1	
Iceland/114/2020|EPI_ISL_417782|2020-03-11	Iceland/114/2020	EPI_ISL_417782	Iceland	2020-03-11	B.1	
Iceland/123/2020|EPI_ISL_417783|2020-03-11	Iceland/123/2020	EPI_ISL_417783	Iceland	2020-03-11	B.1.1	1
Iceland/124/2020|EPI_ISL_417784|2020-03-12	Iceland/124/2020	EPI_ISL_417784	Iceland	2020-03-12	B.1	
Iceland/126/2020|EPI_ISL_417785|2020-03-12	Iceland/126/2020	EPI_ISL_417785	Iceland	2020-03-12	B.1	
Iceland/128/2020|EPI_ISL_417786|2020-03-12	Iceland/128/2020	EPI_ISL_417786	Iceland	2020-03-12	B.1.5	
Iceland/132/2020|EPI_ISL_417787|2020-03-12	Iceland/132/2020	EPI_ISL_417787	Iceland	2020-03-12	B.1	
Iceland/133/2020|EPI_ISL_417788|2020-03-12	Iceland/133/2020	EPI_ISL_417788	Iceland	2020-03-12	B.1	
Iceland/136/2020|EPI_ISL_417789|2020-03-12	Iceland/136/2020	EPI_ISL_417789	Iceland	2020-03-12	A.1.1	
Iceland/139/2020|EPI_ISL_417790|2020-03-12	Iceland/139/2020	EPI_ISL_417790	Iceland	2020-03-12	B.1.5	
Iceland/140/2020|EPI_ISL_417791|2020-03-12	Iceland/140/2020	EPI_ISL_417791	Iceland	2020-03-12	A.1.1	1
Iceland/141/2020|EPI_ISL_417792|2020-03-13	Iceland/141/2020	EPI_ISL_417792	Iceland	2020-03-13	B	
Iceland/142/2020|EPI_ISL_417793|2020-03-13	Iceland/142/2020	EPI_ISL_417793	Iceland	2020-03-13	B.3	
Iceland/144/2020|EPI_ISL_417795|2020-03-13	Iceland/144/2020	EPI_ISL_417795	Iceland	2020-03-13	B.1	
Iceland/146/2020|EPI_ISL_417796|2020-03-13	Iceland/146/2020	EPI_ISL_417796	Iceland	2020-03-13	B.1	
Iceland/147/2020|EPI_ISL_417797|2020-03-13	Iceland/147/2020	EPI_ISL_417797	Iceland	2020-03-13	B.1	
Iceland/148/2020|EPI_ISL_417798|2020-03-13	Iceland/148/2020	EPI_ISL_417798	Iceland	2020-03-13	B.1	
Iceland/149/2020|EPI_ISL_417799|2020-03-13	Iceland/149/2020	EPI_ISL_417799	Iceland	2020-03-13	B.1	
Iceland/15/2020|EPI_ISL_417800|2020-03-02	Iceland/15/2020	EPI_ISL_417800	Iceland	2020-03-02	B.1	
Iceland/151/2020|EPI_ISL_417801|2020-03-13	Iceland/151/2020	EPI_ISL_417801	Iceland	2020-03-13	B.2	
Iceland/153/2020|EPI_ISL_417802|2020-03-13	Iceland/153/2020	EPI_ISL_417802	Iceland	2020-03-13	B.1	
Iceland/156/2020|EPI_ISL_417803|2020-03-13	Iceland/156/2020	EPI_ISL_417803	Iceland	2020-03-13	B.1	
Iceland/157/2020|EPI_ISL_417804|2020-03-13	Iceland/157/2020	EPI_ISL_417804	Iceland	2020-03-13	B.1.8	
Iceland/158/2020|EPI_ISL_417805|2020-03-13	Iceland/158/2020	EPI_ISL_417805	Iceland	2020-03-13	B.1	
Iceland/159/2020|EPI_ISL_417806|2020-03-13	Iceland/159/2020	EPI_ISL_417806	Iceland	2020-03-13	B.1	
Iceland/16/2020|EPI_ISL_417807|2020-03-02	Iceland/16/2020	EPI_ISL_417807	Iceland	2020-03-02	B.1	
Iceland/165/2020|EPI_ISL_417808|2020-03-15	Iceland/165/2020	EPI_ISL_417808	Iceland	2020-03-15	B.1.5	
Iceland/167/2020|EPI_ISL_417809|2020-03-15	Iceland/167/2020	EPI_ISL_417809	Iceland	2020-03-15	B.1.5	
Iceland/168/2020|EPI_ISL_417810|2020-03-13	Iceland/168/2020	EPI_ISL_417810	Iceland	2020-03-13	B.1.5	1
Iceland/17/2020|EPI_ISL_417811|2020-03-02	Iceland/17/2020	EPI_ISL_417811	Iceland	2020-03-02	B.1	
Iceland/176/2020|EPI_ISL_417812|2020-03-14	Iceland/176/2020	EPI_ISL_417812	Iceland	2020-03-14	B.1	
Iceland/178/2020|EPI_ISL_417813|2020-03-15	Iceland/178/2020	EPI_ISL_417813	Iceland	2020-03-15	B.1	
Iceland/181/2020|EPI_ISL_417814|2020-03-16	Iceland/181/2020	EPI_ISL_417814	Iceland	2020-03-16	B.1	
Iceland/186/2020|EPI_ISL_417815|2020-03-16	Iceland/186/2020	EPI_ISL_417815	Iceland	2020-03-16	B.1	
Iceland/188/2020|EPI_ISL_417816|2020-03-16	Iceland/188/2020	EPI_ISL_417816	Iceland	2020-03-16	B.1	
Iceland/19/2020|EPI_ISL_417817|2020-03-02	Iceland/19/2020	EPI_ISL_417817	Iceland	2020-03-02	B.1	
Iceland/190/2020|EPI_ISL_417818|2020-03-16	Iceland/190/2020	EPI_ISL_417818	Iceland	2020-03-16	A.1.1	
Iceland/192/2020|EPI_ISL_417819|2020-03-15	Iceland/192/2020	EPI_ISL_417819	Iceland	2020-03-15	B.1	
Iceland/193/2020|EPI_ISL_417820|2020-03-16	Iceland/193/2020	EPI_ISL_417820	Iceland	2020-03-16	B.1	
Iceland/196/2020|EPI_ISL_417822|2020-03-16	Iceland/196/2020	EPI_ISL_417822	Iceland	2020-03-16	B.2	
Iceland/198/2020|EPI_ISL_417823|2020-03-16	Iceland/198/2020	EPI_ISL_417823	Iceland	2020-03-16	B.1.8	1
Iceland/201/2020|EPI_ISL_417824|2020-03-16	Iceland/201/2020	EPI_ISL_417824	Iceland	2020-03-16	B.1.5	
Iceland/203/2020|EPI_ISL_417825|2020-03-16	Iceland/203/2020	EPI_ISL_417825	Iceland	2020-03-16	B.2	
Iceland/204/2020|EPI_ISL_417826|2020-03-16	Iceland/204/2020	EPI_ISL_417826	Iceland	2020-03-16	B.1	
Iceland/205/2020|EPI_ISL_417827|2020-03-16	Iceland/205/2020	EPI_ISL_417827	Iceland	2020-03-16	B.1.5	
Iceland/21/2020|EPI_ISL_417828|2020-03-02	Iceland/21/2020	EPI_ISL_417828	Iceland	2020-03-02	B.1	
Iceland/210/2020|EPI_ISL_417829|2020-03-16	Iceland/210/2020	EPI_ISL_417829	Iceland	2020-03-16	B.1	
Iceland/212/2020|EPI_ISL_417830|2020-03-16	Iceland/212/2020	EPI_ISL_417830	Iceland	2020-03-16	B.1	
Iceland/214/2020|EPI_ISL_417831|2020-03-16	Iceland/214/2020	EPI_ISL_417831	Iceland	2020-03-16	B.1	
Iceland/216/2020|EPI_ISL_417832|2020-03-16	Iceland/216/2020	EPI_ISL_417832	Iceland	2020-03-16	B.1	
Iceland/217/2020|EPI_ISL_417833|2020-03-16	Iceland/217/2020	EPI_ISL_417833	Iceland	2020-03-16	B.1	
Iceland/218/2020|EPI_ISL_417834|2020-03-16	Iceland/218/2020	EPI_ISL_417834	Iceland	2020-03-16	B.1	
Iceland/219/2020|EPI_ISL_417835|2020-03-16	Iceland/219/2020	EPI_ISL_417835	Iceland	2020-03-16	B.1	
Iceland/221/2020|EPI_ISL_417836|2020-03-16	Iceland/221/2020	EPI_ISL_417836	Iceland	2020-03-16	B.1.5	
Iceland/222/2020|EPI_ISL_417837|2020-03-16	Iceland/222/2020	EPI_ISL_417837	Iceland	2020-03-16	B.1.8	1
Iceland/223/2020|EPI_ISL_417838|2020-03-16	Iceland/223/2020	EPI_ISL_417838	Iceland	2020-03-16	B.2	
Iceland/224/2020|EPI_ISL_417839|2020-03-16	Iceland/224/2020	EPI_ISL_417839	Iceland	2020-03-16	B.1	
Iceland/23/2020|EPI_ISL_417840|2020-03-02	Iceland/23/2020	EPI_ISL_417840	Iceland	2020-03-02	B.1	
Iceland/26/2020|EPI_ISL_417841|2020-03-03	Iceland/26/2020	EPI_ISL_417841	Iceland	2020-03-03	B.1	
Iceland/31/2020|EPI_ISL_417842|2020-03-03	Iceland/31/2020	EPI_ISL_417842	Iceland	2020-03-03	B.1	
Iceland/34/2020|EPI_ISL_417843|2020-03-03	Iceland/34/2020	EPI_ISL_417843	Iceland	2020-03-03	B.1	
Iceland/36/2020|EPI_ISL_417844|2020-03-04	Iceland/36/2020	EPI_ISL_417844	Iceland	2020-03-04	B.1	
Iceland/4/2020|EPI_ISL_417845|2020-03-13	Iceland/4/2020	EPI_ISL_417845	Iceland	2020-03-13	B.1	
Iceland/40/2020|EPI_ISL_417846|2020-03-04	Iceland/40/2020	EPI_ISL_417846	Iceland	2020-03-04	B.1	
Iceland/44/2020|EPI_ISL_417848|2020-03-04	Iceland/44/2020	EPI_ISL_417848	Iceland	2020-03-04	B.1	
Iceland/51/2020|EPI_ISL_417849|2020-03-05	Iceland/51/2020	EPI_ISL_417849	Iceland	2020-03-05	B.1	
Iceland/52/2020|EPI_ISL_417850|2020-03-05	Iceland/52/2020	EPI_ISL_417850	Iceland	2020-03-05	B.1	
Iceland/53/2020|EPI_ISL_417851|2020-03-05	Iceland/53/2020	EPI_ISL_417851	Iceland	2020-03-05	B.1	
Iceland/56/2020|EPI_ISL_417852|2020-03-06	Iceland/56/2020	EPI_ISL_417852	Iceland	2020-03-06	B.1	
Iceland/59/2020|EPI_ISL_417853|2020-03-06	Iceland/59/2020	EPI_ISL_417853	Iceland	2020-03-06	B.1	
Iceland/6/2020|EPI_ISL_417854|2020-03-13	Iceland/6/2020	EPI_ISL_417854	Iceland	2020-03-13	B.1	
Iceland/63/2020|EPI_ISL_417855|2020-03-07	Iceland/63/2020	EPI_ISL_417855	Iceland	2020-03-07	B.1	
Iceland/64/2020|EPI_ISL_417856|2020-03-07	Iceland/64/2020	EPI_ISL_417856	Iceland	2020-03-07	B.1	
Iceland/66/2020|EPI_ISL_417857|2020-03-07	Iceland/66/2020	EPI_ISL_417857	Iceland	2020-03-07	B.1	
Iceland/72/2020|EPI_ISL_417860|2020-03-08	Iceland/72/2020	EPI_ISL_417860	Iceland	2020-03-08	B.1	
Iceland/73/2020|EPI_ISL_417861|2020-03-09	Iceland/73/2020	EPI_ISL_417861	Iceland	2020-03-09	B.1	
Iceland/77/2020|EPI_ISL_417862|2020-03-09	Iceland/77/2020	EPI_ISL_417862	Iceland	2020-03-09	B.1	
Iceland/78/2020|EPI_ISL_417863|2020-03-09	Iceland/78/2020	EPI_ISL_417863	Iceland	2020-03-09	B.1	
Iceland/8/2020|EPI_ISL_417864|2020-03-15	Iceland/8/2020	EPI_ISL_417864	Iceland	2020-03-15	B.2	
Iceland/80/2020|EPI_ISL_417865|2020-03-09	Iceland/80/2020	EPI_ISL_417865	Iceland	2020-03-09	B.1	
Iceland/81/2020|EPI_ISL_417866|2020-03-09	Iceland/81/2020	EPI_ISL_417866	Iceland	2020-03-09	B.1	
Iceland/82/2020|EPI_ISL_417867|2020-03-09	Iceland/82/2020	EPI_ISL_417867	Iceland	2020-03-09	B.1	
Iceland/83/2020|EPI_ISL_417868|2020-03-09	Iceland/83/2020	EPI_ISL_417868	Iceland	2020-03-09	B.1	
Iceland/9/2020|EPI_ISL_417871|2020-03-11	Iceland/9/2020	EPI_ISL_417871	Iceland	2020-03-11	A.1.1	1
Iceland/90/2020|EPI_ISL_417872|2020-03-10	Iceland/90/2020	EPI_ISL_417872	Iceland	2020-03-10	B.1	
Iceland/91/2020|EPI_ISL_417873|2020-03-10	Iceland/91/2020	EPI_ISL_417873	Iceland	2020-03-10	B.1	
Iceland/95/2020|EPI_ISL_417874|2020-03-10	Iceland/95/2020	EPI_ISL_417874	Iceland	2020-03-10	B.1	
Iceland/96/2020|EPI_ISL_417875|2020-03-10	Iceland/96/2020	EPI_ISL_417875	Iceland	2020-03-10	B.1	
Iceland/97/2020|EPI_ISL_417876|2020-03-10	Iceland/97/2020	EPI_ISL_417876	Iceland	2020-03-10	B.1	
Slovakia/SK-BMC1/2020|EPI_ISL_417877|2020-03-06	Slovakia/SK-BMC1/2020	EPI_ISL_417877	Slovakia	2020-03-06	B.1	
Slovakia/SK-BMC2/2020|EPI_ISL_417878|2020-03-07	Slovakia/SK-BMC2/2020	EPI_ISL_417878	Slovakia	2020-03-07	B.1	
Slovakia/SK-BMC5/2020|EPI_ISL_417879|2020-03-06	Slovakia/SK-BMC5/2020	EPI_ISL_417879	Slovakia	2020-03-06	B.1	
Slovakia/SK-BMC6/2020|EPI_ISL_417880|2020-03-08	Slovakia/SK-BMC6/2020	EPI_ISL_417880	Slovakia	2020-03-08	B	
Malaysia/189332/2020|EPI_ISL_417917|2020-03-20	Malaysia/189332/2020	EPI_ISL_417917	Malaysia	2020-03-20	B.6	
Malaysia/188407/2020|EPI_ISL_417918|2020-03-18	Malaysia/188407/2020	EPI_ISL_417918	Malaysia	2020-03-18	B.6	1
Italy/INMI3/2020|EPI_ISL_417921|2020-03-01	Italy/INMI3/2020	EPI_ISL_417921	Italy	2020-03-01	B.1	1
Italy/INMI4/2020|EPI_ISL_417922|2020-02-28	Italy/INMI4/2020	EPI_ISL_417922	Italy	2020-02-28	B.1	
Italy/INMI5/2020|EPI_ISL_417923|2020-03-04	Italy/INMI5/2020	EPI_ISL_417923	Italy	2020-03-04	B.1	
Colombia/79256/2020|EPI_ISL_417924|2020-03-11	Colombia/79256/2020	EPI_ISL_417924	Colombia	2020-03-11	A.5	1
USA/CZB-RR057-005/2020|EPI_ISL_417931|2020-03-18	USA/CZB-RR057-005/2020	EPI_ISL_417931	USA	2020-03-18	B.2	
USA/CZB-RR057-006/2020|EPI_ISL_417932|2020-03-18	USA/CZB-RR057-006/2020	EPI_ISL_417932	USA	2020-03-18	B.1.2	1
USA/CZB-RR057-007/2020|EPI_ISL_417933|2020-03-18	USA/CZB-RR057-007/2020	EPI_ISL_417933	USA	2020-03-18	B.1	
USA/CZB-RR057-011/2020|EPI_ISL_417935|2020-03-18	USA/CZB-RR057-011/2020	EPI_ISL_417935	USA	2020-03-18	B.1	
USA/CZB-RR057-013/2020|EPI_ISL_417937|2020-03-18	USA/CZB-RR057-013/2020	EPI_ISL_417937	USA	2020-03-18	B.1.3	1
USA/CZB-RR057-014/2020|EPI_ISL_417938|2020-03-18	USA/CZB-RR057-014/2020	EPI_ISL_417938	USA	2020-03-18	B.1	
USA/CZB-RR057-015/2020|EPI_ISL_417939|2020-03-18	USA/CZB-RR057-015/2020	EPI_ISL_417939	USA	2020-03-18	B.1	
Congo/73/2020|EPI_ISL_417941|2020-03-18	Congo/73/2020	EPI_ISL_417941	Congo	2020-03-18	B.1	
Congo/80/2020|EPI_ISL_417942|2020-03-18	Congo/80/2020	EPI_ISL_417942	Congo	2020-03-18	B.1	
Congo/81/2020|EPI_ISL_417944|2020-03-18	Congo/81/2020	EPI_ISL_417944	Congo	2020-03-18	B.1	
Congo/82/2020|EPI_ISL_417946|2020-03-18	Congo/82/2020	EPI_ISL_417946	Congo	2020-03-18	B.1	
Congo/94/2020|EPI_ISL_417947|2020-03-19	Congo/94/2020	EPI_ISL_417947	Congo	2020-03-19	B.1	
Congo/108/2020|EPI_ISL_417948|2020-03-19	Congo/108/2020	EPI_ISL_417948	Congo	2020-03-19	B.1	
Congo/158/2020|EPI_ISL_417950|2020-03-20	Congo/158/2020	EPI_ISL_417950	Congo	2020-03-20	B.2.1	
Spain/Madrid_H2_16/2020|EPI_ISL_417952|2020-03-09	Spain/Madrid_H2_16/2020	EPI_ISL_417952	Spain	2020-03-09	B.2	
Spain/Madrid_H3_10/2020|EPI_ISL_417954|2020-03-12	Spain/Madrid_H3_10/2020	EPI_ISL_417954	Spain	2020-03-12	B.1	
Congo/191/2020|EPI_ISL_417955|2020-03-21	Congo/191/2020	EPI_ISL_417955	Congo	2020-03-21	B.1	
Spain/Madrid_H5_34/2020|EPI_ISL_417956|2020-03-11	Spain/Madrid_H5_34/2020	EPI_ISL_417956	Spain	2020-03-11	B.1	
Spain/Madrid_H7_36/2020|EPI_ISL_417957|2020-03-12	Spain/Madrid_H7_36/2020	EPI_ISL_417957	Spain	2020-03-12	B.1	
USA/UT-00010/2020|EPI_ISL_417958|2020-03-24	USA/UT-00010/2020	EPI_ISL_417958	USA	2020-03-24	B.3	1
USA/UT-00011/2020|EPI_ISL_417959|2020-03-24	USA/UT-00011/2020	EPI_ISL_417959	USA	2020-03-24	B.1	
USA/UT-00012/2020|EPI_ISL_417960|2020-03-24	USA/UT-00012/2020	EPI_ISL_417960	USA	2020-03-24	A.1	
Spain/Madrid_H9_38/2020|EPI_ISL_417961|2020-03-12	Spain/Madrid_H9_38/2020	EPI_ISL_417961	Spain	2020-03-12	A.2	
USA/UT-00013/2020|EPI_ISL_417962|2020-03-24	USA/UT-00013/2020	EPI_ISL_417962	USA	2020-03-24	A.1	
Spain/Madrid_H10_39/2020|EPI_ISL_417963|2020-03-12	Spain/Madrid_H10_39/2020	EPI_ISL_417963	Spain	2020-03-12	B.1	
USA/UT-00014/2020|EPI_ISL_417964|2020-03-24	USA/UT-00014/2020	EPI_ISL_417964	USA	2020-03-24	A.1	
USA/UT-00015/2020|EPI_ISL_417965|2020-03-24	USA/UT-00015/2020	EPI_ISL_417965	USA	2020-03-24	A.1	
USA/UT-00016/2020|EPI_ISL_417966|2020-03-24	USA/UT-00016/2020	EPI_ISL_417966	USA	2020-03-24	A.1	
Spain/Madrid_H11_40/2020|EPI_ISL_417967|2020-03-12	Spain/Madrid_H11_40/2020	EPI_ISL_417967	Spain	2020-03-12	B.1	
USA/UT-00017/2020|EPI_ISL_417968|2020-03-24	USA/UT-00017/2020	EPI_ISL_417968	USA	2020-03-24	A.1	
Spain/Madrid_LP10_12/2020|EPI_ISL_417969|2020-03-09	Spain/Madrid_LP10_12/2020	EPI_ISL_417969	Spain	2020-03-09	B	
USA/UT-00027/2020|EPI_ISL_417970|2020-03-24	USA/UT-00027/2020	EPI_ISL_417970	USA	2020-03-24	B.1.2	1
USA/UT-00028/2020|EPI_ISL_417971|2020-03-24	USA/UT-00028/2020	EPI_ISL_417971	USA	2020-03-24	B.1.2	1
Spain/Madrid_LP12_21/2020|EPI_ISL_417972|2020-03-09	Spain/Madrid_LP12_21/2020	EPI_ISL_417972	Spain	2020-03-09	B.1	
USA/UT-00031/2020|EPI_ISL_417973|2020-03-24	USA/UT-00031/2020	EPI_ISL_417973	USA	2020-03-24	B.1	
USA/UT-00032/2020|EPI_ISL_417974|2020-03-24	USA/UT-00032/2020	EPI_ISL_417974	USA	2020-03-24	B.1	
Spain/Madrid_LP14_3/2020|EPI_ISL_417975|2020-03-09	Spain/Madrid_LP14_3/2020	EPI_ISL_417975	Spain	2020-03-09	B.2	
USA/UT-00033/2020|EPI_ISL_417976|2020-03-24	USA/UT-00033/2020	EPI_ISL_417976	USA	2020-03-24	B.1	
USA/UT-00034/2020|EPI_ISL_417977|2020-03-24	USA/UT-00034/2020	EPI_ISL_417977	USA	2020-03-24	B.1	
Spain/Madrid_LP15_4/2020|EPI_ISL_417978|2020-03-09	Spain/Madrid_LP15_4/2020	EPI_ISL_417978	Spain	2020-03-09	B.1	
Spain/Madrid_R2_15/2020|EPI_ISL_417979|2020-03-03	Spain/Madrid_R2_15/2020	EPI_ISL_417979	Spain	2020-03-03	A	
Spain/Madrid_R5_8/2020|EPI_ISL_417980|2020-03-03	Spain/Madrid_R5_8/2020	EPI_ISL_417980	Spain	2020-03-03	A.5	1
Spain/Madrid_R10_33/2020|EPI_ISL_417981|2020-03-02	Spain/Madrid_R10_33/2020	EPI_ISL_417981	Spain	2020-03-02	A.2	1
Portugal/PT0001b/2020|EPI_ISL_417986|2020-03-03	Portugal/PT0001b/2020	EPI_ISL_417986	Portugal	2020-03-03	B.1	
Portugal/PT0003/2020|EPI_ISL_417987|2020-03-03	Portugal/PT0003/2020	EPI_ISL_417987	Portugal	2020-03-03	B.1	
Portugal/PT0004/2020|EPI_ISL_417988|2020-03-05	Portugal/PT0004/2020	EPI_ISL_417988	Portugal	2020-03-05	B.1	
Portugal/PT0005/2020|EPI_ISL_417989|2020-03-04	Portugal/PT0005/2020	EPI_ISL_417989	Portugal	2020-03-04	B.1	
Portugal/PT0006a/2020|EPI_ISL_417990|2020-03-06	Portugal/PT0006a/2020	EPI_ISL_417990	Portugal	2020-03-06	B.1	
Portugal/PT0006b/2020|EPI_ISL_417991|2020-03-08	Portugal/PT0006b/2020	EPI_ISL_417991	Portugal	2020-03-08	B.1	
Portugal/PT0007/2020|EPI_ISL_417992|2020-03-07	Portugal/PT0007/2020	EPI_ISL_417992	Portugal	2020-03-07	B.1	
Portugal/PT0008/2020|EPI_ISL_417993|2020-03-08	Portugal/PT0008/2020	EPI_ISL_417993	Portugal	2020-03-08	B.1	
Portugal/PT0009/2020|EPI_ISL_417994|2020-03-08	Portugal/PT0009/2020	EPI_ISL_417994	Portugal	2020-03-08	B.1	
Portugal/PT0010/2020|EPI_ISL_417995|2020-03-08	Portugal/PT0010/2020	EPI_ISL_417995	Portugal	2020-03-08	B.1	1
Portugal/PT0011/2020|EPI_ISL_417996|2020-03-08	Portugal/PT0011/2020	EPI_ISL_417996	Portugal	2020-03-08	B.1	
Portugal/PT0012/2020|EPI_ISL_417997|2020-03-07	Portugal/PT0012/2020	EPI_ISL_417997	Portugal	2020-03-07	B.1	
Portugal/PT0013/2020|EPI_ISL_417998|2020-03-08	Portugal/PT0013/2020	EPI_ISL_417998	Portugal	2020-03-08	B.1	
Portugal/PT0014/2020|EPI_ISL_417999|2020-03-07	Portugal/PT0014/2020	EPI_ISL_417999	Portugal	2020-03-07	B.1	
Portugal/PT0015/2020|EPI_ISL_418000|2020-03-10	Portugal/PT0015/2020	EPI_ISL_418000	Portugal	2020-03-10	B.8	1
Portugal/PT0016/2020|EPI_ISL_418001|2020-03-10	Portugal/PT0016/2020	EPI_ISL_418001	Portugal	2020-03-10	B.1	
Portugal/PT0017/2020|EPI_ISL_418002|2020-03-11	Portugal/PT0017/2020	EPI_ISL_418002	Portugal	2020-03-11	B.1	
Portugal/PT0018/2020|EPI_ISL_418003|2020-03-10	Portugal/PT0018/2020	EPI_ISL_418003	Portugal	2020-03-10	B.1	
Portugal/PT0019/2020|EPI_ISL_418004|2020-03-12	Portugal/PT0019/2020	EPI_ISL_418004	Portugal	2020-03-12	B.1	
Portugal/PT0020/2020|EPI_ISL_418005|2020-03-12	Portugal/PT0020/2020	EPI_ISL_418005	Portugal	2020-03-12	B.2	
Portugal/PT0021/2020|EPI_ISL_418006|2020-03-13	Portugal/PT0021/2020	EPI_ISL_418006	Portugal	2020-03-13	B.1	
Portugal/PT0022/2020|EPI_ISL_418007|2020-03-13	Portugal/PT0022/2020	EPI_ISL_418007	Portugal	2020-03-13	B.1	
Portugal/PT0023/2020|EPI_ISL_418008|2020-03-13	Portugal/PT0023/2020	EPI_ISL_418008	Portugal	2020-03-13	B.1	
Portugal/PT0024/2020|EPI_ISL_418009|2020-03-15	Portugal/PT0024/2020	EPI_ISL_418009	Portugal	2020-03-15	B.1	
Portugal/PT0025/2020|EPI_ISL_418010|2020-03-03	Portugal/PT0025/2020	EPI_ISL_418010	Portugal	2020-03-03	B.1	
Portugal/PT0026/2020|EPI_ISL_418011|2020-03-04	Portugal/PT0026/2020	EPI_ISL_418011	Portugal	2020-03-04	B.1	
Portugal/PT0027/2020|EPI_ISL_418012|2020-03-06	Portugal/PT0027/2020	EPI_ISL_418012	Portugal	2020-03-06	B.1	
Portugal/PT0028/2020|EPI_ISL_418013|2020-03-07	Portugal/PT0028/2020	EPI_ISL_418013	Portugal	2020-03-07	B.1	
Portugal/PT0029/2020|EPI_ISL_418014|2020-03-09	Portugal/PT0029/2020	EPI_ISL_418014	Portugal	2020-03-09	B.1	
Portugal/PT0030/2020|EPI_ISL_418015|2020-03-09	Portugal/PT0030/2020	EPI_ISL_418015	Portugal	2020-03-09	B.1	
Portugal/PT0031/2020|EPI_ISL_418016|2020-03-10	Portugal/PT0031/2020	EPI_ISL_418016	Portugal	2020-03-10	B.1	
Portugal/PT0032/2020|EPI_ISL_418017|2020-03-16	Portugal/PT0032/2020	EPI_ISL_418017	Portugal	2020-03-16	B.1	
Portugal/PT0033/2020|EPI_ISL_418018|2020-03-16	Portugal/PT0033/2020	EPI_ISL_418018	Portugal	2020-03-16	B.1	
Portugal/PT0034/2020|EPI_ISL_418019|2020-03-15	Portugal/PT0034/2020	EPI_ISL_418019	Portugal	2020-03-15	B.1	
Portugal/PT0035/2020|EPI_ISL_418020|2020-03-16	Portugal/PT0035/2020	EPI_ISL_418020	Portugal	2020-03-16	B.2.1	
Portugal/PT0036/2020|EPI_ISL_418021|2020-03-16	Portugal/PT0036/2020	EPI_ISL_418021	Portugal	2020-03-16	B.2.1	
Portugal/PT0037/2020|EPI_ISL_418022|2020-03-15	Portugal/PT0037/2020	EPI_ISL_418022	Portugal	2020-03-15	B.1	
